dataset,model,strategy,threshold_ec,ec_at_threshold,ec_at_0_5,cost_savings_vs_0_5_pct,tpr_at_threshold,fpr_at_threshold,precision_at_threshold,recall_at_threshold,specificity_at_threshold,f1_at_threshold,accuracy_at_threshold,cost_savings_vs_lr_0_5_pct,ec_rank
Home Credit,LightGBM,class_weight,0.68,0.3373981756987464,0.38272929775783293,11.844173499299028,0.35155610155610156,0.0868259771454812,0.2588572290064827,0.35155610155610156,0.9131740228545188,0.298167925675089,0.8685755166414646,17.81456691354114,1
Home Credit,XGBoost,class_weight,0.68,0.3393655594036063,0.3967448742337772,14.462522027785749,0.3560606060606061,0.09090587965170703,0.2525413883241359,0.3560606060606061,0.909094120348293,0.29549702633814784,0.8651773084239793,17.335340013465895,2
Home Credit,LR,class_weight,0.68,0.34679609124758143,0.4105328195372584,15.525367341280852,0.3669123669123669,0.10365778272311416,0.23391202192925206,0.3669123669123669,0.8963422172768858,0.2856915105619769,0.8542997902541339,15.525367341280852,3
Home Credit,RF,class_weight,0.59,0.3576085719395802,0.415459408484139,13.924546023794615,0.3083538083538084,0.09014641728041824,0.22783661119515886,0.3083538083538084,0.9098535827195817,0.2620497650948321,0.8620880282262654,12.891599667313569,4
